data_publicacao;uf;municipio;orgao;modalidade;itens_servidor;valor_estimado;no_grupo_1bit;numero_controle_pncp;link_pncp;link_portal_origem
2026-08-03;MS;Nova Andradina;Municipio De Nova Andradina;Pregão - Eletrônico;1;43275,18;nao;03173317000118-1-000078/2026;https://pncp.gov.br/app/editais/03173317000118/2026/78;
2026-08-03;ES;Vitória;Secretaria De Estado De Gestao E Recursos Humanos;Leilão - Eletrônico;2;3600,00;nao;07162270000148-1-000033/2026;https://pncp.gov.br/app/editais/07162270000148/2026/33;
2026-07-31;SP;Bragança Paulista;Braganca Paulista Camara Municipal;Dispensa;3;32897,37;nao;47015532000166-1-000008/2026;https://pncp.gov.br/app/editais/47015532000166/2026/8;
2026-07-31;MG;Sete Lagoas;Sete Lagoas Camara Municipal;Dispensa;1;4481,91;nao;19781236000130-1-000095/2026;https://pncp.gov.br/app/editais/19781236000130/2026/95;
2026-07-31;MG;Madre De Deus De Minas;Municipio De Madre De Deus De Minas;Dispensa;1;7169,83;nao;18029371000161-1-000053/2026;https://pncp.gov.br/app/editais/18029371000161/2026/53;
2026-07-30;GO;Trindade;Municipio De Trindade;Pregão - Eletrônico;2;65306,90;nao;01217538000115-1-000112/2026;https://pncp.gov.br/app/editais/01217538000115/2026/112;https://www.portaldecompraspublicas.com.br/processos/GO/Prefeitura-Municipal-de-Trindade-1042/RPE-013-2026-2026-499906
2026-07-30;SP;Piracicaba;Municipio De Piracicaba;Pregão - Eletrônico;1;2839058,96;nao;46341038000129-1-000485/2026;https://pncp.gov.br/app/editais/46341038000129/2026/485;https://bnccompras.com/Process/ProcessView?param1=[gkz]AJwHiwCP1tLnhEKEcEx/HN6_76JYSG2mh96HkcF/ghLavYwIjbnQ329WIJy51DaP5og_CM2Y_RqItmXHjLWS_eaXBerSYv9QHHbigiKK_lE=
2026-07-30;PR;Nova Aurora;Municipio De Nova Aurora;Pregão - Eletrônico;1;460000,00;nao;76208859000152-1-000087/2026;https://pncp.gov.br/app/editais/76208859000152/2026/87;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98796505000032026
2026-07-30;AP;Cutias;Municipio De Cutias;Pregão - Eletrônico;1;2874,00;nao;34925198000136-1-000010/2026;https://pncp.gov.br/app/editais/34925198000136/2026/10;https://licitanet.com.br/sessao/195289
2026-07-29;RN;Parnamirim;Camara Municipal De Parnamirim;Pregão - Eletrônico;1;1600,50;nao;09116070000184-1-000023/2026;https://pncp.gov.br/app/editais/09116070000184/2026/23;
2026-07-29;RS;Parobé;Municipio De Parobe;Pregão - Eletrônico;2;359705,82;nao;88372883000101-1-000233/2026;https://pncp.gov.br/app/editais/88372883000101/2026/233;
2026-07-29;PB;Belém;Municipio De Belem;Dispensa;1;43599,96;nao;08928517000157-1-000086/2026;https://pncp.gov.br/app/editais/08928517000157/2026/86;
2026-07-28;RJ;Campos Dos Goytacazes;Municipio De Campos Dos Goytacazes;Pregão - Eletrônico;2;;nao;29116894000161-1-000034/2026;https://pncp.gov.br/app/editais/29116894000161/2026/34;https://licitanet.com.br/sessao/195428
2026-07-28;MG;Catas Altas Da Noruega;Municipio De Catas Altas Da Noruega;Pregão - Eletrônico;1;7297,85;nao;19718378000153-1-000055/2026;https://pncp.gov.br/app/editais/19718378000153/2026/55;https://catasaltasdanoruega.licitapp.com.br/
2026-07-28;RN;Natal;Rio Grande Do Norte Procuradoria Geral Do Estado;Pregão - Eletrônico;1;1368490,00;nao;08286940000109-1-000009/2026;https://pncp.gov.br/app/editais/08286940000109/2026/9;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92577405000672026
2026-07-28;SP;São Pedro;Camara Municipal De Sao Pedro;Dispensa;1;37100,00;nao;01637740000104-1-000028/2026;https://pncp.gov.br/app/editais/01637740000104/2026/28;
2026-07-28;PB;Juru;Municipio De Juru;Pregão - Eletrônico;1;2113,85;nao;08888950000106-1-000061/2026;https://pncp.gov.br/app/editais/08888950000106/2026/61;https://www.portaldecompraspublicas.com.br/processos/PB/Prefeitura-Municipal-de-Juru-1525/RPE-012-2026-2026-492463
2026-07-28;RJ;Rio De Janeiro;Tribunal Regional Eleitoral Do Rio De Janeiro;Pregão - Eletrônico;1;45433,50;nao;06170517000105-1-000095/2026;https://pncp.gov.br/app/editais/06170517000105/2026/95;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=07001705002002026
2026-07-27;MT;Sorriso;Municipio De Sorriso;Pregão - Eletrônico;2;370000,00;nao;03239076000162-1-000136/2026;https://pncp.gov.br/app/editais/03239076000162/2026/136;
2026-07-24;RS;Erechim;Consorcio Publico Intermunicipal Da Regiao Do Alto Uruguai - Cirau;Pregão - Eletrônico;2;;nao;11074898000169-1-000033/2026;https://pncp.gov.br/app/editais/11074898000169/2026/33;https://www.portaldecompraspublicas.com.br/processos/RS/Consorcio-Intermunicipal-da-Regiao-do-Alto-Uruguai-CIRAU-1055/RPE-020-2026-2026-498315
2026-07-24;MG;Pouso Alegre;Instituto Federal De Educacao, Ciencia E Tecnologia Do Sul De Minas Ge;Pregão - Eletrônico;2;3669677,90;nao;10648539000105-1-000144/2026;https://pncp.gov.br/app/editais/10648539000105/2026/144;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15813705005012026
2026-07-24;PR;Terra Rica;Terra Rica Camara Municipal;Dispensa;1;8722,00;nao;01432222000146-1-000004/2026;https://pncp.gov.br/app/editais/01432222000146/2026/4;
2026-07-24;GO;Morrinhos;Fundo Municipal De Educacao-Fme;Pregão - Eletrônico;1;16160,66;nao;50053522000120-1-000132/2026;https://pncp.gov.br/app/editais/50053522000120/2026/132;
2026-07-23;RS;São Luiz Gonzaga;Comando Do Exercito;Pregão - Eletrônico;4;544788,12;nao;00394452000103-1-014378/2026;https://pncp.gov.br/app/editais/00394452000103/2026/14378;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16043105000802026
2026-07-23;RO;Itapuã Do Oeste;Municipio De Itapua Do Oeste;Pregão - Eletrônico;1;1939,77;nao;63761936000155-1-000034/2026;https://pncp.gov.br/app/editais/63761936000155/2026/34;https://licitanet.com.br/sessao/195006
2026-07-23;SP;Regente Feijó;Municipio De Regente Feijo;Pregão - Eletrônico;1;38566,67;nao;48813638000178-1-000097/2026;https://pncp.gov.br/app/editais/48813638000178/2026/97;https://app2.licitardigital.com.br/pesquisa/108178
2026-07-23;PB;João Pessoa;Municipio De Joao Pessoa;Dispensa;1;64990,00;nao;08778326000156-1-000061/2026;https://pncp.gov.br/app/editais/08778326000156/2026/61;
2026-07-22;SP;São Sebastião;Universidade De Sao Paulo;Dispensa;1;764,00;nao;63025530000104-1-002619/2026;https://pncp.gov.br/app/editais/63025530000104/2026/2619;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=10212406001442026
2026-07-22;MG;Pirapora;Comando Da Marinha;Dispensa;1;10980,00;nao;00394502000144-1-008326/2026;https://pncp.gov.br/app/editais/00394502000144/2026/8326;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=78131306000242026
2026-07-22;AL;Maceió;Fundacao Universitaria De Desenv De Extensao E Pes;Dispensa;2;;nao;12449880000167-1-000495/2026;https://pncp.gov.br/app/editais/12449880000167/2026/495;https://bllcompras.com/DirectBuy/DirectBuyView?param1=[gkz]Y0ikgTwnADp13Lj69PMpMzLwzycgmN9s4EzL37FraklYIw7pMgDZZynnT0BKov9iUTUVH1DuQ7BjM2OjLrJ3V4jyPOCXMgywhXTq9aGJCNc=
2026-07-22;RJ;Magé;Industria De Material Belico Do Brasil Imbel;Dispensa;1;27400,00;nao;00444232000139-1-000780/2026;https://pncp.gov.br/app/editais/00444232000139/2026/780;
2026-07-22;SP;Tatuí;Instituto De Previdencia Propria Do Municipio De Tatui;Dispensa;1;45000,00;nao;11167104000101-1-000009/2026;https://pncp.gov.br/app/editais/11167104000101/2026/9;
2026-07-22;PR;Curitiba;Comando Da Aeronautica;Pregão - Eletrônico;1;79053,00;nao;00394429000100-1-001686/2026;https://pncp.gov.br/app/editais/00394429000100/2026/1686;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12007205001702026
2026-07-21;RJ;Rio De Janeiro;Municipio De Rio De Janeiro;Pregão - Eletrônico;4;;nao;42498733000148-1-001564/2026;https://pncp.gov.br/app/editais/42498733000148/2026/1564;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98600105011732026
2026-07-21;MG;Sarzedo;Camara Municipal De Sarzedo;Pregão - Eletrônico;1;4705,60;nao;02306182000159-1-000090/2025;https://pncp.gov.br/app/editais/02306182000159/2025/90;
2026-07-21;SC;Jacinto Machado;Municipio De Jacinto Machado;Pregão - Presencial;1;4360,00;nao;82960758000136-1-000221/2026;https://pncp.gov.br/app/editais/82960758000136/2026/221;
2026-07-21;AL;Feira Grande;Municipio De Feira Grande;Pregão - Eletrônico;1;2898,34;nao;12207528000115-1-000043/2026;https://pncp.gov.br/app/editais/12207528000115/2026/43;https://bnccompras.com/Process/ProcessView?param1=[gkz]58KMef9xFVUXHUNmiAq/rCsdUEArcs_VVL64KuYwk0ggYY1pPL89Cq4aDWC_R1R/0VkextCILopoZq/qoBBc4pvXx_tJtZQLavNhloqqNw8=
2026-07-21;RN;Galinhos;Municipio De Galinhos;Pregão - Eletrônico;1;14995,00;nao;08110991000177-1-000043/2026;https://pncp.gov.br/app/editais/08110991000177/2026/43;https://www.portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Galinhos-1101/RPE-016-2026-2026-497366
2026-07-21;PR;Santa Cruz De Monte Castelo;Santa Cruz Do Monte Castelo Camara Municipal;Pregão - Eletrônico;1;5370,00;nao;02096060000185-1-000014/2026;https://pncp.gov.br/app/editais/02096060000185/2026/14;
2026-07-21;AM;Urucurituba;Municipio De Urucurituba;Pregão - Eletrônico;1;;nao;04502571000185-1-000036/2026;https://pncp.gov.br/app/editais/04502571000185/2026/36;https://bllcompras.com/Process/ProcessView?param1=[gkz]dXEP5dokmGWaAnwxMICIjzsfaQ97HXXMk6XrGoLym1JrVggrJWVsMAD/MYzmNgxFRrj/YMX_uMgiemisXstOzJ0B9iNtFw9Gty_8PvDjEvo=
2026-07-21;SP;Pirassununga;Servico De Agua E Esgoto De Pirassununga;Pregão - Eletrônico;1;21713,84;nao;46965083000154-1-000092/2026;https://pncp.gov.br/app/editais/46965083000154/2026/92;https://bllcompras.com/Process/ProcessView?param1=[gkz]qlDra5jltQ61D/7PwgoEirC2Me7zT1yLSt7y/aKQfHCaJWWfMhncNY6HM88jUfw6_ySzt68s7iF40V19ZOiuJl2UalzITcofNfNSrTkYbhg=
2026-07-21;BA;Fátima;Municipio De Fatima;Pregão - Eletrônico;2;47090,75;nao;13393152000143-1-000041/2026;https://pncp.gov.br/app/editais/13393152000143/2026/41;https://licitanet.com.br/sessao/194547
2026-07-20;BA;Amélia Rodrigues;Municipio De Amelia Rodrigues;Pregão - Eletrônico;1;179744,37;nao;13607213000128-1-000035/2026;https://pncp.gov.br/app/editais/13607213000128/2026/35;https://bllcompras.com/Process/ProcessView?param1=[gkz]zQMkntUtfwxR6O4xnXFrJcNXcx5jQrgx50WzmNj1PGe3tWKq_M2k0HoajPHwNFVn4mTtasRKbsoOCA5DFmd8/DR0WW1/H8/Zi3oPT_iFLu0=
2026-07-20;PR;Terra Rica;Terra Rica Camara Municipal;Dispensa;1;8622,00;nao;01432222000146-1-000002/2026;https://pncp.gov.br/app/editais/01432222000146/2026/2;
2026-07-20;RJ;Rio De Janeiro;Tribunal Regional Federal Da 2 Regiao;Pregão - Eletrônico;1;1640244,02;nao;32243347000151-1-000123/2026;https://pncp.gov.br/app/editais/32243347000151/2026/123;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=09002805000642026
2026-07-20;ES;Vitória;Comando Da Marinha;Pregão - Eletrônico;2;7609,55;nao;00394502000144-1-008187/2026;https://pncp.gov.br/app/editais/00394502000144/2026/8187;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=78160005000382026
2026-07-18;PA;Bujaru;Municipio De Bujaru;Pregão - Eletrônico;1;9099,00;nao;05196563000110-1-000039/2026;https://pncp.gov.br/app/editais/05196563000110/2026/39;https://www.portaldecompraspublicas.com.br/processos/PA/Prefeitura-Municipal-de-Bujaru-820/PE-03-2026-2026-497011
2026-07-17;RS;Ajuricaba;Camara Municipal De Vereadores;Dispensa;1;600,00;nao;03803987000170-1-000014/2026;https://pncp.gov.br/app/editais/03803987000170/2026/14;
2026-07-17;MG;Sarzedo;Camara Municipal De Sarzedo;Dispensa;1;9500,00;nao;02306182000159-1-000073/2025;https://pncp.gov.br/app/editais/02306182000159/2025/73;
2026-07-17;CE;Fortaleza;Estado Do Ceara;Pregão - Eletrônico;2;;nao;07954480000179-1-019596/2026;https://pncp.gov.br/app/editais/07954480000179/2026/19596;http://comprasgovernamentais.gov.br/
2026-07-17;AM;Manaus;Instituto Federal De Educacao, Ciencia E Tecnologia Do Amazonas;Dispensa;1;59550,00;nao;10792928000100-1-000093/2026;https://pncp.gov.br/app/editais/10792928000100/2026/93;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15814206000342026
2026-07-17;CE;Fortaleza;Tribunal Superior Do Trabalho;Pregão - Eletrônico;1;6411109,87;nao;00509968000148-1-002250/2026;https://pncp.gov.br/app/editais/00509968000148/2026/2250;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=08000405000442026
2026-07-17;BA;Feira De Santana;Comando Do Exercito;Pregão - Eletrônico;1;11172,34;nao;00394452000103-1-000149/2027;https://pncp.gov.br/app/editais/00394452000103/2027/149;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16002805000972027
2026-07-16;MS;Campo Grande;Secretaria De Estado De Justica E Seguranca Publica - Ms;Pregão - Eletrônico;2;805972,17;nao;03015475000140-1-000035/2026;https://pncp.gov.br/app/editais/03015475000140/2026/35;
2026-07-15;PA;Belém;Secretaria De Estado Das Mulheres (Semu);Pregão - Eletrônico;3;466629,84;nao;50008131000193-1-000012/2026;https://pncp.gov.br/app/editais/50008131000193/2026/12;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=93013605000012026
2026-07-15;MT;Tangará Da Serra;Municipio De Tangara Da Serra;Leilão - Eletrônico;1;23260,00;nao;03788239000166-1-000176/2026;https://pncp.gov.br/app/editais/03788239000166/2026/176;
2026-07-15;SP;São Paulo;Sao Paulo Secretaria Da Seguranca Publica;Pregão - Eletrônico;1;4011,24;nao;46377800000127-1-002975/2026;https://pncp.gov.br/app/editais/46377800000127/2026/2975;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=18022005001642026
2026-07-15;PB;Fagundes;Municipio De Fagundes;Pregão - Eletrônico;1;5440,00;nao;08737694000156-1-000015/2026;https://pncp.gov.br/app/editais/08737694000156/2026/15;https://licitanet.com.br/sessao/193831
2026-07-14;SC;Campos Novos;Servico Autonomo Municipal De Agua E Esgoto;Dispensa;1;34000,00;nao;83158105000109-1-000030/2026;https://pncp.gov.br/app/editais/83158105000109/2026/30;
2026-07-14;BA;Cordeiros;Municipio De Cordeiros;Pregão - Eletrônico;1;19943,33;nao;13694468000175-1-000142/2026;https://pncp.gov.br/app/editais/13694468000175/2026/142;https://bnccompras.com/Process/ProcessView?param1=[gkz]t7jw4RxYsRccaL8Bng0vZul87yo1r6R5rwls_2CsGwxb0KPQuH_dqG7QSbup_JGqOQdN9vJiNgO/PoofG7Pn7kiR5NnbqIB4EzPypJwh1EM=
2026-07-14;PR;Curitiba;Secretaria De Estado Da Seguranca Publica;Pregão - Eletrônico;1;2999,00;nao;76416932000181-1-000233/2026;https://pncp.gov.br/app/editais/76416932000181/2026/233;
2026-07-14;RS;Nova Ramada;Municipio De Nova Ramada;Pregão - Eletrônico;2;240264,00;nao;01611828000149-1-000117/2026;https://pncp.gov.br/app/editais/01611828000149/2026/117;
2026-07-13;MG;Itumirim;Municipio De Itumirim;Pregão - Eletrônico;1;;nao;18244392000108-1-000040/2026;https://pncp.gov.br/app/editais/18244392000108/2026/40;https://itumirim.licitapp.com.br//
2026-07-13;DF;Brasília;Ministerio Da Justica E Seguranca Publica;Pregão - Eletrônico;1;37300,00;nao;00394494000136-1-000713/2026;https://pncp.gov.br/app/editais/00394494000136/2026/713;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20032605004592026
2026-07-10;PE;Araripina;Municipio De Araripina;Pregão - Eletrônico;1;17916,76;nao;11040854000118-1-000021/2026;https://pncp.gov.br/app/editais/11040854000118/2026/21;https://licitanet.com.br/sessao/192906
2026-07-10;ES;Nova Venécia;Camara Municipal De Nova Venecia;Pregão - Eletrônico;1;47766,67;nao;36349348000136-1-000020/2026;https://pncp.gov.br/app/editais/36349348000136/2026/20;https://bllcompras.com/Process/ProcessView?param1=[gkz]dnqBbGsvxy6C9fPU5CpFw637lBnM1EZEbTHsahiYsh9ejtc7VDuD7tst0j90aSg8QvzT76YtjsLQMnSb/e/Py82MCxTBUOVSj0mAFcYW33g=
2026-07-10;MG;Pedro Leopoldo;Ministerio Da Agricultura, Pecuaria E Abastecimento;Dispensa;1;9475,41;nao;00396895000125-1-000281/2026;https://pncp.gov.br/app/editais/00396895000125/2026/281;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=13005806001762026
2026-07-10;PR;Colombo;Municipio De Colombo;Pregão - Eletrônico;2;16370,45;nao;76105634000170-1-000168/2026;https://pncp.gov.br/app/editais/76105634000170/2026/168;
2026-07-10;SC;Celso Ramos;Municipio De Celso Ramos;Pregão - Eletrônico;1;1400,00;nao;78493343000122-1-000135/2026;https://pncp.gov.br/app/editais/78493343000122/2026/135;https://www.portaldecompraspublicas.com.br/processos/SC/Prefeitura-Municipal-Celso-Ramos-3785/RPE-26-2026-2026-490227
2026-07-09;MG;Pirapetinga;Municipio De Pirapetinga;Dispensa;1;6200,00;nao;18092825000149-1-000041/2026;https://pncp.gov.br/app/editais/18092825000149/2026/41;
2026-07-08;SP;São José Dos Campos;Sao Paulo Secretaria Da Seguranca Publica;Pregão - Eletrônico;1;37438,00;sim;46377800000127-1-002917/2026;https://pncp.gov.br/app/editais/46377800000127/2026/2917;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=18015505001592026
2026-07-08;RJ;Rio De Janeiro;Comando Da Marinha;Dispensa;1;7460,00;nao;00394502000144-1-007511/2026;https://pncp.gov.br/app/editais/00394502000144/2026/7511;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=77100006001162026
2026-07-08;CE;Crato;Estado Do Ceara;Pregão - Eletrônico;1;22356,26;nao;07954480000179-1-019220/2026;https://pncp.gov.br/app/editais/07954480000179/2026/19220;http://comprasgovernamentais.gov.br/
2026-07-08;PR;São Mateus Do Sul;Camara Municipal De Sao Mateus Do Sul;Pregão - Eletrônico;1;10070,03;nao;40216665000151-1-000010/2026;https://pncp.gov.br/app/editais/40216665000151/2026/10;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92807905000022026
2026-07-08;PR;Foz Do Jordão;Municipio De Foz Do Jordao;Pregão - Eletrônico;1;9500,00;nao;01603719000180-1-000059/2026;https://pncp.gov.br/app/editais/01603719000180/2026/59;https://bllcompras.com/Process/ProcessView?param1=[gkz]RTSfckGGYNjs8GLCi87h/2MeTF7WBypQEU3diYiLFVt_jwxeReYxMT4aiAlL4bb79cUEAQoeMPRjh3eooDhfvfkxheolmaHDtzBE8yVOxtM=
2026-07-08;PR;Candói;Municipio De Candoi;Pregão - Eletrônico;1;33110,00;nao;95684478000194-1-000091/2026;https://pncp.gov.br/app/editais/95684478000194/2026/91;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98549905000112026
2026-07-08;RS;Salvador Do Sul;Municipio De Salvador Do Sul;Pregão - Eletrônico;1;249840,50;nao;87860763000190-1-000089/2026;https://pncp.gov.br/app/editais/87860763000190/2026/89;https://pregaobanrisul.com.br/editais/0028_2026/353705
2026-07-08;SP;Caieiras;Municipio De Caieiras;Pregão - Eletrônico;1;207425,20;nao;46523064000178-1-000109/2026;https://pncp.gov.br/app/editais/46523064000178/2026/109;
2026-07-08;RS;Salvador Do Sul;Municipio De Salvador Do Sul;Pregão - Eletrônico;1;249840,50;nao;87860763000190-1-000088/2026;https://pncp.gov.br/app/editais/87860763000190/2026/88;
2026-07-07;DF;Brasília;Adaps;Pregão - Eletrônico;2;5268578,41;sim;37318510000111-1-000039/2026;https://pncp.gov.br/app/editais/37318510000111/2026/39;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=93213305000222026
2026-07-07;SP;São Paulo;Sao Paulo Secretaria Da Seguranca Publica;Pregão - Eletrônico;1;123939,15;nao;46377800000127-1-002856/2026;https://pncp.gov.br/app/editais/46377800000127/2026/2856;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=18012905000132026
2026-07-07;ES;Conceição Da Barra;Municipio De Conceicao Da Barra;Dispensa;1;80601,48;nao;27174077000134-1-000055/2026;https://pncp.gov.br/app/editais/27174077000134/2026/55;
2026-07-07;SP;São Paulo;Sao Paulo Secretaria Da Seguranca Publica;Pregão - Eletrônico;1;77891,13;sim;46377800000127-1-002878/2026;https://pncp.gov.br/app/editais/46377800000127/2026/2878;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=18016805000762026
2026-07-06;SP;São Paulo;Secretaria De Gestao E Governo Digital;Pregão - Eletrônico;2;24089529,00;sim;39467292000102-1-000049/2026;https://pncp.gov.br/app/editais/39467292000102/2026/49;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=53010205000712026
2026-07-06;SP;Suzano;Municipio De Suzano;Pregão - Eletrônico;1;1587247,92;nao;46523056000121-1-000093/2026;https://pncp.gov.br/app/editais/46523056000121/2026/93;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98715105000452026
2026-07-06;PE;Recife;Tribunal Superior Eleitoral;Pregão - Eletrônico;1;370580,92;nao;00509018000113-1-001453/2026;https://pncp.gov.br/app/editais/00509018000113/2026/1453;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=07001005000652026
2026-07-06;MT;Juara;Municipio De Juara;Pregão - Eletrônico;1;6342,70;nao;15072663000199-1-000081/2026;https://pncp.gov.br/app/editais/15072663000199/2026/81;https://www.portaldecompraspublicas.com.br/processos/MT/Prefeitura-Municipal-de-Juara-662/RPE-020-2026-2026-489323
2026-07-06;PR;Quatro Barras;Municipio De Quatro Barras;Pregão - Eletrônico;1;855301,55;nao;76105568000139-1-000140/2026;https://pncp.gov.br/app/editais/76105568000139/2026/140;https://comprasbr.com.br/pregao-eletronico-detalhe/?idlicitacao=46641
2026-07-03;MG;Umburatiba;Municipio De Umburatiba;Pregão - Eletrônico;1;5930,00;nao;18404996000166-1-000005/2026;https://pncp.gov.br/app/editais/18404996000166/2026/5;https://bllcompras.com/Process/ProcessView?param1=[gkz]_i6ChbCUsdWPPAmUsAHO1riZ_iOYPN6i1yWoKKoTzzCR8lo2TR9RK3f3BIO8ZX2gwriQOlymHRWDd2S4smC2/CJqzQ6l8gdjw0fpnxOYp7w=
2026-07-03;SC;Curitibanos;Municipio De Curitibanos;Leilão - Eletrônico;1;4651,14;nao;83754044000134-1-000248/2026;https://pncp.gov.br/app/editais/83754044000134/2026/248;
2026-07-03;RJ;Niterói;Fundacao Municipal De Saude De Niteroi;Dispensa;1;1065,28;nao;32556060000181-1-000023/2026;https://pncp.gov.br/app/editais/32556060000181/2026/23;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92501606000212026
2026-07-02;GO;Goianésia;Fundo Especial De Reequipamento Do Corpo De Bombeiros Militar;Dispensa;1;949,92;nao;05989335000106-1-000027/2026;https://pncp.gov.br/app/editais/05989335000106/2026/27;
2026-07-02;PR;Rio Azul;Municipio De Rio Azul;Pregão - Eletrônico;1;23005,00;nao;75963256000101-1-000142/2026;https://pncp.gov.br/app/editais/75963256000101/2026/142;https://bllcompras.com/Process/ProcessView?param1=[gkz]1cnXJzMOt/1oLO1gnO6JWSFcvuThbfO2SrqOY/giEsqZV4DPReSOBjbCxoGfuw2/AGSnRchszJVxAEACa2TEhSot4JV3v8OQuh7UEn58TsQ=
2026-07-02;PR;Campo Mourão;Municipio De Campo Mourao;Pregão - Eletrônico;1;13055,98;sim;75904524000106-1-000258/2026;https://pncp.gov.br/app/editais/75904524000106/2026/258;
2026-07-02;SC;Curitibanos;Municipio De Curitibanos;Leilão - Eletrônico;1;4651,14;nao;83754044000134-1-000244/2026;https://pncp.gov.br/app/editais/83754044000134/2026/244;
2026-07-01;RS;São Francisco De Paula;Municipio De Sao Francisco De Paula;Pregão - Eletrônico;1;43543,96;nao;88756879000147-1-000358/2026;https://pncp.gov.br/app/editais/88756879000147/2026/358;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Sao-Francisco-de-Paula-3324/PE-45-2026-2026-492233
2026-07-01;SP;Campinas;Fundacao Municipal Para Educacao Comunitaria-Fumec-;Pregão - Eletrônico;1;46925,24;nao;57500902000104-1-000065/2026;https://pncp.gov.br/app/editais/57500902000104/2026/65;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92525605000012026
2026-07-01;SP;São Paulo;Esp-Controladoria Geral Do Estado;Pregão - Eletrônico;1;;nao;47999864000122-1-000048/2026;https://pncp.gov.br/app/editais/47999864000122/2026/48;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=54010605001622026
2026-07-01;CE;Camocim;Municipio De Camocim;Pregão - Presencial;1;80000,00;nao;07660350000123-1-000084/2026;https://pncp.gov.br/app/editais/07660350000123/2026/84;https://www.governotransparente.com.br/transparencia/11949487/consultarlicitacao?datainfo=MTIwMjMxMDIzMTkyNFBQUA==&clean=false
2026-07-01;RS;Bento Gonçalves;Instituto Federal De Educacao, Ciencia E Tecnologia Do Rio Grande Do S;Pregão - Eletrônico;2;2548747,60;nao;10637926000146-1-000150/2026;https://pncp.gov.br/app/editais/10637926000146/2026/150;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15814105002902026
2026-07-01;RO;Theobroma;Municipio De Theobroma;Pregão - Eletrônico;1;2813,00;nao;84727601000190-1-000049/2026;https://pncp.gov.br/app/editais/84727601000190/2026/49;https://licitanet.com.br/sessao/191861
